Panamax Bulker Register,,,,,,,,,,,
"Bulkers 65,000 - 99,999 dwt",,,,,,,,,,,
,,,,,,,,,,,
Created 17 July 2014 15:18,,,,,,,,,,,
,,,,,,,,,,,
Type,Hull Type,Name,Size,Unit,Dwt,GT,Flag,Built,Mn,Yard,Current Owner
Bulk,,Alpha Afovos,"74,374.00",DWT,74374,39941,Greece,2001,3,Daewoo,Alpha Tankers & Frt.
Bulk,,Marto,"74,470.00",DWT,74470,39831,Marshall Islands,2001,3,Daewoo,Kassian Maritime
Bulk,,Salvatore Cafiero,"75,668.00",DWT,75668,40115,Italy,2001,3,Mitsui SB,Augustea Imprese
Bulk,,Arethusa,"75,311.00",DWT,75311,40570,Panama,2001,2,Hyundai Samho,Transocean Maritime
Bulk,,Baniyas,"72,562.00",DWT,72562,38890,Marshall Islands,2001,3,Oshima S.B. Co.,Torvald Klaveness
Bulk,,Nirefs,"75,311.00",DWT,75311,40570,Bahamas,2001,1,Hyundai Samho,Diana Shipping Inc.
Bulk,,Doric Arrow,"75,121.00",DWT,75121,39858,Greece,2001,3,Hitachi Zosen,Chios Navigation
Bulk,,Alcyon,"75,247.00",DWT,75247,40570,Bahamas,2001,2,Hyundai Samho,Diana Shipping Inc.
Bulk,,Grace One,"75,563.00",DWT,75563,38731,Liberia,2001,3,Sanoyas,Five Stars Shpg.
Bulk,,Omiros,"73,326.00",DWT,73326,38367,Marshall Islands,2001,2,Sumitomo H.I.,Navina Maritime Co.
Bulk,,Atlantic Eagle,"74,086.00",DWT,74086,39973,Greece,2001,1,Daewoo,Atlantic Bulk Carr.
Bulk,,Audax,"75,220.00",DWT,75220,40570,Panama,2001,1,Hyundai Samho,Transocean Maritime
Bulk,,Thalia,"75,120.00",DWT,75120,39783,Greece,2001,1,Hitachi Zosen,Neda Maritime Agency
Bulk,,Braveheart,"74,117.00",DWT,74117,38888,Marshall Islands,2001,1,Imabari S.B.,Nomikos Transworld
Bulk,,Banasol,"72,562.00",DWT,72562,38889,Marshall Islands,2001,1,Oshima S.B. Co.,Torvald Klaveness
Bulk,,Beilun Sea Lion,"75,971.00",DWT,75971,40072,Hong Kong,2001,1,Tsuneishi Zosen,Ningbo Longsheng Sh.
Bulk,,Angelic Grace,"74,764.00",DWT,74764,40609,Greece,2001,1,Hudong S.Y.,Diamlemos Shpg. Corp
Bulk,,Cymbeline,"73,060.00",DWT,73060,38399,Marshall Islands,2001,2,Sumitomo H.I.,Hadley Shpg. Co.
Bulk,,Panamax Alexander,"74,247.00",DWT,74247,38928,Cyprus,2001,1,Sasebo H.I.,Cyprus Sea Lines
Bulk,,Yong Tai,"74,061.00",DWT,74061,39873,Hong Kong,2001,1,Jiangnan S.Y.,COSCO Group
Bulk,,Cretan Wave,"74,107.00",DWT,74107,38835,Cyprus,2001,1,Imabari S.B.,Teo Shipping Corp.
Bulk,,Dione,"75,172.00",DWT,75172,40622,Greece,2001,1,Hyundai Samho,Diana Shipping Inc.
Bulk,,Danae,"75,106.00",DWT,75106,40622,Greece,2001,1,Hyundai Samho,Diana Shipping Inc.
Bulk,,Taipower Prosperity II,"88,018.00",DWT,88018,49565,Taiwan,2000,12,CSBC,Taiwan Power Corp.
Bulk,,Ourania Luck,"75,961.00",DWT,75961,39126,Marshall Islands,2000,12,Kanasashi K.K.,Prosperity Bay Shpg.
Bulk,,Tian Yang Feng,"74,027.00",DWT,74027,38860,Hong Kong,2000,11,Imabari S.B.,China Shipping Group
Bulk,,Tai Plenty,"73,679.00",DWT,73679,38382,Panama,2000,12,Sumitomo H.I.,Taiwan Navigation
Bulk,,APJ Mahadeva,"74,677.00",DWT,74677,40523,India,2000,11,Hudong S.Y.,Apeejay Shipping
Bulk,,Taipower Prosperity I,"88,005.00",DWT,88005,49585,Taiwan,2000,11,CSBC,Taiwan Power Corp.
Bulk,,Yong Huan,"74,837.00",DWT,74837,40437,Hong Kong,2000,11,Hudong S.Y.,COSCO Group
Bulk,,Sophie Oldendorff,"70,369.00",DWT,70369,41428,Liberia,2000,11,Jiangnan S.Y.,Oldendorff Carriers
Bulk,,Tian Zhu Feng,"74,201.00",DWT,74201,38767,Hong Kong,2000,10,Oshima S.B. Co.,China Shpg Guangzhou
Bulk,,Chang Ho,"80,416.00",DWT,80416,43568,Panama,2000,10,CSBC,Ta Ho Maritime
Bulk,,Darya Tara,"73,281.00",DWT,73281,38392,Hong Kong,2000,10,Sumitomo H.I.,KC Maritime Ltd.
Bulk,,Corona Horizon,"88,222.00",DWT,88222,48032,Panama,2000,9,Imabari S.B.,K-Line
Bulk,,Corona Garland,"88,222.00",DWT,88222,48032,Panama,2000,8,Imabari S.B.,K-Line
Bulk,,Maritime Putian,"73,652.00",DWT,73652,38906,Panama,2000,10,Imabari S.B.,Keiyo Kisen KK
Bulk,,Yong Feng,"74,131.00",DWT,74131,39873,Hong Kong,2000,11,Jiangnan S.Y.,COSCO Group
Bulk,,Tina,"75,933.00",DWT,75933,39126,Liberia,2000,10,Kanasashi K.K.,Athenian Ship Mngt.
Bulk,,Captain Diamantis,"74,757.00",DWT,74757,40609,Greece,2000,9,Hudong S.Y.,Diamlemos Shpg. Corp
Bulk,,Tian Bai Feng,"74,269.00",DWT,74269,39042,Hong Kong,2000,9,Namura Shipbuilding,China Shipping Group
Bulk,,North Fortune III,"91,439.00",DWT,91439,50238,Panama,2000,9,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,Artavand,"72,622.00",DWT,72622,39424,Iran,2000,9,Hyundai H.I.,Soroush Sarzamin
Bulk,,Tycoon,"74,717.00",DWT,74717,40562,Liberia,2000,8,Hudong S.Y.,Delek Transport
Bulk,,Cemtex Prudence,"80,226.00",DWT,80226,43687,Singapore,2000,7,CSBC,Far Eastern Group
Bulk,,Spartia,"75,115.00",DWT,75115,39783,Greece,2000,7,Hitachi Zosen,Neda Maritime Agency
Bulk,,Topeka,"74,716.00",DWT,74716,40562,Malta,2000,5,Hudong S.Y.,Dryships Inc.
Bulk,,Arvin,"72,642.00",DWT,72642,39424,Iran,2000,6,Hyundai H.I.,HDS Lines
Bulk,,Evoikos Theo,"75,681.00",DWT,75681,38818,Marshall Islands,2000,6,Sanoyas,Evripos Shipmngmnt.
Bulk,,Great Intelligence,"74,293.00",DWT,74293,38910,Hong Kong,2000,4,Sasebo H.I.,Sinotrans & CSC
Bulk,,Redondo,"74,716.00",DWT,74716,40562,Malta,2000,5,Hudong S.Y.,Dryships Inc.
Bulk,,Fortune East,"75,615.00",DWT,75615,39996,Hong Kong,2000,5,Mitsui SB,Continental Intl.
Bulk,,Marina,"75,122.00",DWT,75122,39783,Greece,2000,4,Hitachi Zosen,Neda Maritime Agency
Bulk,,Lily Fortune,"91,439.00",DWT,91439,50238,Panama,2000,4,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,Trident Navigator,"75,607.00",DWT,75607,38802,Marshall Islands,2000,4,Sanoyas,Marine Managers Ltd.
Bulk,,Cemtex Thrift,"80,230.00",DWT,80230,43687,Singapore,2000,3,CSBC,Far Eastern Group
Bulk,,Yongji,"77,672.00",DWT,77672,43376,Panama,2000,3,Mitsui SB,Luhai Group
Bulk,,Cap Ferrat,"75,595.00",DWT,75595,39996,Cyprus,2000,3,Mitsui SB,Cyprus Maritime Co.
Bulk,,Tian Song Feng,"74,271.00",DWT,74271,39042,Hong Kong,2000,3,Namura Shipbuilding,China Shipping Group
Bulk,,Washington Trader,"74,228.00",DWT,74228,38928,Philippines,2000,2,Sasebo H.I.,Nisshin Shpg.Co.Ltd.
Bulk,,Andia,"72,642.00",DWT,72642,39424,Iran,2000,3,Hyundai H.I.,Soroush Sarzamin
Bulk,,Sanvi,"73,981.00",DWT,73981,38530,India,2000,2,Tsuneishi Zosen,Global United Shpg
Bulk,,Great Wisdom,"74,293.00",DWT,74293,39300,Hong Kong,2000,2,Sasebo H.I.,Sinotrans & CSC
Bulk,,Golsar,"72,642.00",DWT,72642,39424,Iran,2000,3,Hyundai H.I.,Soroush Sarzamin
Bulk,,Corona Frontier,"88,291.00",DWT,88291,48032,Panama,2000,3,Imabari S.B.,K-Line
Bulk,,Navios Magellan,"74,333.00",DWT,74333,39052,Panama,2000,1,Namura Shipbuilding,Navios Group
Bulk,,Shin-Sakaide,"91,439.00",DWT,91439,50238,Panama,2000,1,Oshima S.B. Co.,Nippon Yusen Kaisha
Bulk,,Capetan Tassos,"75,100.00",DWT,75100,39783,Greece,2000,1,Hitachi Zosen,Tri-Marine Shpg.
Bulk,,Oriental Frontier,"74,403.00",DWT,74403,40896,South Korea,2000,1,Namura Shipbuilding,Nippon Yusen Kaisha
Bulk,,Hai Qing,"73,288.00",DWT,73288,38365,Hong Kong,2000,1,Sumitomo H.I.,COSCO Group
Bulk,,Pantelis,"74,020.00",DWT,74020,38530,Liberia,2000,1,Tsuneishi Zosen,Eurobulk Ltd.
Bulk,,Golden Lyderhorn,"74,242.00",DWT,74242,38982,Hong Kong,1999,11,Sasebo H.I.,Fredriksen Group
Bulk,,Luyang Eagle,"73,852.00",DWT,73852,39045,Panama,1999,10,Sasebo H.I.,Luyang Shipping
Bulk,,Cemtex Diligence,"80,531.00",DWT,80531,43642,Taiwan,1999,11,CSBC,Far Eastern Group
Bulk,,Ever Shining,"74,346.00",DWT,74346,39052,Panama,1999,12,Namura Shipbuilding,First S.S.
Bulk,,Jian Hua,"73,747.00",DWT,73747,38426,Hong Kong,2000,1,Sumitomo H.I.,Fujian Huarong
Bulk,,Sheila Ann,"70,037.00",DWT,70037,41428,Bahamas,1999,10,Jiangnan S.Y.,CSL Group Inc.
Bulk,,Grazia Bottiglieri,"75,265.00",DWT,75265,39385,Italy,1999,11,Fincantieri,"Bottiglieri, Rizzo"
Bulk,,Alpha Happiness,"72,893.00",DWT,72893,38564,Greece,1999,10,Samsung H.I.,Alpha Tankers & Frt.
Bulk,,Agnes,"75,608.00",DWT,75608,39996,Marshall Islands,1999,10,Mitsui SB,Shelton Navigation
Bulk,,Lilian Z,"74,461.00",DWT,74461,38835,Marshall Islands,1999,9,Sasebo H.I.,Dalomar Shipping
Bulk,,Future,"72,893.00",DWT,72893,38564,Greece,1999,9,Samsung H.I.,Alpha Tankers & Frt.
Bulk,,Sapphire,"75,574.00",DWT,75574,38779,Marshall Islands,1999,9,Sanoyas,Nomikos Transworld
Bulk,,Great Loyalty,"73,659.00",DWT,73659,38426,Hong Kong,1999,9,Sumitomo H.I.,Sinotrans & CSC
Bulk,,Renascentia,"74,732.00",DWT,74732,40494,Marshall Islands,1999,7,Hudong S.Y.,Kassian Maritime
Bulk,,General Guisan,"73,035.00",DWT,73035,39161,Switzerland,1999,9,CSBC,Suisse-Atlantique
Bulk,,Nyon,"73,035.00",DWT,73035,39161,Switzerland,1999,8,CSBC,Suisse-Atlantique
Bulk,,Great Ambition,"73,725.00",DWT,73725,38364,Hong Kong,1999,8,Sumitomo H.I.,Sinotrans & CSC
Bulk,,Summer Lady,"72,083.00",DWT,72083,37457,Malta,1999,7,Kanasashi K.K.,Amis Shipping Corp.
Bulk,,Maha Jacqueline,"75,592.00",DWT,75592,38667,India,1999,7,Sanoyas,Five Stars Shpg.
Bulk,,Great Prosperity,"73,786.00",DWT,73786,38364,Hong Kong,1999,7,Sumitomo H.I.,Sinotrans & CSC
Bulk,,Fratzescos,"73,670.00",DWT,73670,38972,Liberia,1999,6,Hyundai H.I.,Rainbow Shipmngt.
Bulk,,Alpha Effort,"72,844.00",DWT,72844,38564,Greece,1999,6,Samsung H.I.,Alpha Tankers & Frt.
Bulk,,Da Tang 2 Hao,"73,660.00",DWT,73660,38364,Peoples' Republic of China,1999,7,Sumitomo H.I.,Da Tang Shipping
Bulk,,Medi Tokyo,"74,356.00",DWT,74356,38835,Italy,1999,6,Sasebo H.I.,D'Amico Soc. di Nav.
Bulk,,Elly,"74,001.00",DWT,74001,38786,Panama,1999,4,Imabari S.B.,Shelton Navigation
Bulk,,Cemtex Sincerity,"80,531.00",DWT,80531,43642,Hong Kong,1999,6,CSBC,Far Eastern Group
Bulk,,Ellivita,"75,522.00",DWT,75522,40085,Greece,1999,5,Mitsui SB,Niovis Shipping Co.
Bulk,,Celerina,"73,035.00",DWT,73035,39161,Switzerland,1999,4,CSBC,Suisse-Atlantique
Bulk,,Lucky Luke,"72,443.00",DWT,72443,37872,Marshall Islands,1999,3,Sasebo H.I.,Nomikos Transworld
Bulk,,North Prince,"75,542.00",DWT,75542,40085,Marshall Islands,1999,3,Mitsui SB,Kassian Maritime
Bulk,,Corviglia,"73,035.00",DWT,73035,39161,Switzerland,1999,3,CSBC,Suisse-Atlantique
Bulk,,Neng Yuan,"77,561.00",DWT,77561,43491,Panama,1999,3,Sasebo H.I.,Dia Yuan Intl.
Bulk,,Rya Rad,"73,705.00",DWT,73705,38364,Panama,1999,4,Sumitomo H.I.,Rya Rad Shipping
Bulk,,Heng Tong Hai,"74,443.00",DWT,74443,38881,Peoples' Republic of China,1999,1,Sasebo H.I.,Younysun Shpg Group
Bulk,,Endless,"73,427.00",DWT,73427,38932,Panama,1999,1,Hyundai H.I.,Sea Justice S.A.
Bulk,,Jin Run,"72,495.00",DWT,72495,37711,Hong Kong,1998,12,Koyo Dock K.K.,Jin Run Shipping
Bulk,,Grand Sky,"75,752.00",DWT,75752,38647,Panama,1998,12,Sanoyas,MSI Ship Mngt.
Bulk,,Ocean Favour,"72,400.00",DWT,72400,37847,Hong Kong,1998,11,Sasebo H.I.,Ocean Longevity
Bulk,,Pioneer Atlantic,"69,146.00",DWT,69146,37987,Panama,1998,12,Eisa Shipyard,Invester. Danmark
Bulk,,Emerald Indah,"77,755.00",DWT,77755,43217,Singapore,1998,12,Mitsui SB,Pacific Carriers
Bulk,,Rigel,"72,465.00",DWT,72465,37775,Liberia,1998,9,Sasebo H.I.,Bulkseas M.M.
Bulk,,Ruby Indah,"77,755.00",DWT,77755,43217,Singapore,1998,10,Mitsui SB,Pacific Carriers
Bulk,,Energy Midas,"77,697.00",DWT,77697,43321,Panama,1998,9,Mitsui SB,Karya Sumber Energy
Bulk,,Jin Hai Qiang,"73,829.00",DWT,73829,38364,Peoples' Republic of China,1998,7,Sumitomo H.I.,Fujian Provincial
Bulk,,Huang Shan Hai,"73,596.00",DWT,73596,39361,Peoples' Republic of China,1998,5,Jiangnan S.Y.,COSCO Group
Bulk,,St. Nikon,"72,493.00",DWT,72493,37689,Liberia,1998,6,Imabari S.B.,Unimor Shipping
Bulk,,Iron Kovdor,"72,474.00",DWT,72474,37818,Liberia,1998,6,Sasebo H.I.,Staff Centre Mngt.
Bulk,,Hui Hong II,"70,521.00",DWT,70521,36396,Panama,1998,6,Sanoyas,COSCO Group
Bulk,,Sekiyo,"91,439.00",DWT,91439,52695,Panama,1998,7,Hitachi Zosen,Nippon Yusen Kaisha
Bulk,,Energy Prosperity,"77,828.00",DWT,77828,43022,Panama,1998,5,Sasebo H.I.,Fiorenza Pte.
Bulk,,Hua Shan Hai,"72,769.00",DWT,72769,40251,Peoples' Republic of China,1998,6,Hudong S.Y.,COSCO Group
Bulk,,Tiara Globe,"72,928.00",DWT,72928,39755,Marshall Islands,1998,5,Hudong S.Y.,Globus Maritime
Bulk,,Harvest Festival,"72,497.00",DWT,72497,37689,Marshall Islands,1998,4,Imabari S.B.,ADM Shipping
Bulk,,Minoan Flame,"73,937.00",DWT,73937,38700,Liberia,1998,4,Tsuneishi Zosen,Modion Maritime S.A.
Bulk,,Theofano Star,"72,651.00",DWT,72651,37773,Marshall Islands,1998,3,Sasebo H.I.,Seamax Marine
Bulk,,Great Luck,"71,339.00",DWT,71339,37663,Hong Kong,1998,3,Namura Shipbuilding,Sinotrans & CSC
Bulk,,Fortune Lady,"74,761.00",DWT,74761,38846,Hong Kong,1998,3,NKK Corp.,Mitsui O.S.K. Lines
Bulk,,Corona Emblem,"77,302.00",DWT,77302,42870,Panama,1998,3,Kawasaki H.I.,K-Line
Bulk,,Hang Ta,"74,682.00",DWT,74682,38898,Panama,1998,3,NKK Corp.,Fairweather S.S. Co.
Bulk,,Agios Efraim,"73,018.00",DWT,73018,38289,Cyprus,1998,6,Daedong S.B.,Third Millenium Shpg
Bulk,,Okyalos,"73,322.00",DWT,73322,39026,Cyprus,1998,3,Halla Eng.,Pacific & Atlantic
Bulk,,Aenaos,"72,413.00",DWT,72413,37689,Liberia,1998,2,Imabari S.B.,Tsakos Group
Bulk,,Heng Shan Hai,"72,769.00",DWT,72769,40215,Peoples' Republic of China,1998,3,Hudong S.Y.,COSCO Group
Bulk,,Panamax Energy,"74,083.00",DWT,74083,38718,Cyprus,1998,2,Imabari S.B.,Cyprus Sea Lines
Bulk,,Song Shan Hai,"73,605.00",DWT,73605,39361,Peoples' Republic of China,1998,1,Jiangnan S.Y.,COSCO Group
Bulk,,Fu Le,"70,890.00",DWT,70890,37644,Hong Kong,1998,2,Namura Shipbuilding,COSCO Group
Bulk,,Esna,"71,598.00",DWT,71598,37794,Egypt,1998,2,Hitachi Zosen,National Navigation
Bulk,,Fu Tong,"70,850.00",DWT,70850,37644,Hong Kong,1998,1,Namura Shipbuilding,COSCO Group
Bulk,,Samjohn Amity,"74,744.00",DWT,74744,38846,Greece,1998,1,NKK Corp.,J. Samonas
Bulk,,Samjohn Liberty,"74,761.00",DWT,74761,38846,Greece,1998,1,NKK Corp.,J. Samonas
Bulk,,Lopi Z,"71,982.00",DWT,71982,37457,Marshall Islands,1998,1,Shin Kurushima,Dalomar Shipping
Bulk,,Seaeagle,"71,663.00",DWT,71663,37709,Taiwan,1998,1,Hitachi Zosen,Eastern Med. Mar.
Bulk,,Corona Dynamic,"77,283.00",DWT,77283,42869,Panama,1998,1,Kawasaki H.I.,K-Line
Bulk,,Xin Run,"73,326.00",DWT,73326,38500,Hong Kong,1998,1,Halla Eng.,South Ocean Shpg.
Bulk,,Jia Chang,"69,064.00",DWT,69064,35884,Peoples' Republic of China,1997,12,Imabari S.B.,Shenzhen Energy
Bulk,,Fu Da,"70,850.00",DWT,70850,37644,Hong Kong,1997,12,Namura Shipbuilding,COSCO Group
Bulk,,Pleiades,"68,962.00",DWT,68962,35878,Panama,1997,10,Imabari S.B.,K-Line
Bulk,,Guo Dian 18,"72,272.00",DWT,72272,37695,Peoples' Republic of China,1997,11,Imabari S.B.,Fujian Guohang Group
Bulk,,Hua Hai Hang 1,"72,037.00",DWT,72037,37653,Peoples' Republic of China,1997,11,Hitachi Zosen,Xiamen Hua Hai
Bulk,,Fu Man,"70,850.00",DWT,70850,37644,Panama,1997,11,Namura Shipbuilding,COSCO Group
Bulk,,JK Pioneer,"72,940.00",DWT,72940,38775,South Korea,1997,10,Daedong S.B.,JK Maritime
Bulk,,Yun Tong Hai,"74,005.00",DWT,74005,38338,Peoples' Republic of China,1997,10,Tsuneishi Zosen,Younysun Shpg Group
Bulk,,Great Jade,"73,192.00",DWT,73192,39005,Hong Kong,1997,9,Halla Eng.,Sinotrans & CSC
Bulk,,Mighty Christos,"71,678.00",DWT,71678,37759,Panama,1997,9,Hitachi Zosen,Arion Shpg Co
Bulk,,Hua Heng,"73,596.00",DWT,73596,39819,Peoples' Republic of China,1997,10,Jiangnan S.Y.,Huayuan Star Shpg.
Bulk,,Riruccia,"74,002.00",DWT,74002,38440,Italy,1997,7,Tsuneishi Zosen,Augustea Imprese
Bulk,,Great Glory,"73,274.00",DWT,73274,39005,Hong Kong,1997,10,Halla Eng.,Sinotrans & CSC
Bulk,,Bravo John,"71,333.00",DWT,71333,37663,Liberia,1997,10,Namura Shipbuilding,P. & P. Shpg.
Bulk,,Edfu,"71,572.00",DWT,71572,38464,Egypt,1997,9,Hitachi Zosen,National Navigation
Bulk,,Hibari,"91,437.00",DWT,91437,58103,Japan,1997,10,Mitsubishi H.I.,Nippon Yusen Kaisha
Bulk,,New Herald,"72,875.00",DWT,72875,38775,Panama,1997,9,Daedong S.B.,Pan Ocean
Bulk,,Ever Blossom,"72,517.00",DWT,72517,37815,Panama,1997,9,Sasebo H.I.,First S.S.
Bulk,,Polyneos,"72,080.00",DWT,72080,37623,Marshall Islands,1997,9,Hitachi Zosen,Odysea Carriers SA
Bulk,,Rafaelo,"75,473.00",DWT,75473,39385,Marshall Islands,1997,8,Fincantieri,Sewall Marine
Bulk,,Ocean Pride,"72,416.00",DWT,72416,37847,Hong Kong,1997,7,Sasebo H.I.,Ocean Longevity
Bulk,,Great Bless,"73,251.00",DWT,73251,39005,Hong Kong,1997,7,Halla Eng.,Sinotrans & CSC
Bulk,,Annoula,"70,281.00",DWT,70281,36599,Greece,1997,7,Sanoyas,Alpha Tankers & Frt.
Bulk,,Fu Kang,"72,437.00",DWT,72437,37937,Panama,1997,7,Sasebo H.I.,COSCO Group
Bulk,,Omegas,"73,606.00",DWT,73606,39963,Liberia,1997,8,Jiangnan S.Y.,Tsakos Group
Bulk,,Fu Min,"72,437.00",DWT,72437,37937,Panama,1997,6,Sasebo H.I.,COSCO Group
Bulk,,Shao Shan 1,"74,009.00",DWT,74009,38338,Hong Kong,1997,6,Tsuneishi Zosen,COSCO Group
Bulk,,Ling Gang 9,"71,372.00",DWT,71372,37663,Peoples' Republic of China,1997,7,Namura Shipbuilding,Welton Hazz Group
Bulk,,Fu Hua,"72,437.00",DWT,72437,37847,Panama,1997,5,Sasebo H.I.,COSCO Group
Bulk,,Bei Lun Hai Tun,"69,548.00",DWT,69548,36592,Peoples' Republic of China,1997,6,Tsuneishi Zosen,Ningbo Longsheng Sh.
Bulk,,Courage,"71,965.00",DWT,71965,37745,Panama,1997,4,Hitachi Zosen,Courage Marine
Bulk,,Hellenic Wind,"73,981.00",DWT,73981,36561,Liberia,1997,4,Tsuneishi Zosen,Hellenic Carriers
Bulk,,Jianna,"73,763.00",DWT,73763,38364,Panama,1997,3,Sumitomo H.I.,Ksim Co. Ltd.
Bulk,,Felicia,"72,456.00",DWT,72456,37787,Panama,1997,4,Sasebo H.I.,Carras Hellas
Bulk,,Sotiria,"75,473.00",DWT,75473,39385,Liberia,1997,3,Fincantieri,Larus S.A.
Bulk,,Chubu Maru,"91,384.00",DWT,91384,55300,Panama,1997,3,Koyo Dock K.K.,K-Line
Bulk,,Captain Evangelos N.M.,"71,662.00",DWT,71662,37808,Malta,1997,3,Hitachi Zosen,Chian Spirit M'time
Bulk,,Angel IV,"71,355.00",DWT,71355,38194,Panama,1997,4,Namura Shipbuilding,Franco Comp. Nav.
Bulk,,Samudera Bangsa,"72,421.00",DWT,72421,37846,Singapore,1997,3,Sasebo H.I.,Trada Maritime
Bulk,,Rubin Oak,"78,773.00",DWT,78773,40619,Panama,1997,1,Sasebo H.I.,Tsukiboshi Kaiun K.K
Bulk,,Bei Lun Hai 72,"69,638.00",DWT,69638,36592,Peoples' Republic of China,1997,1,Tsuneishi Zosen,Ningbo Longsheng Sh.
Bulk,,Eleni P.,"72,119.00",DWT,72119,37707,Liberia,1997,1,Hitachi Zosen,Eurobulk Ltd.
Bulk,,Wadi Alkarnak,"69,999.00",DWT,69999,37550,Egypt,1997,1,Daewoo,National Navigation
Bulk,,Myoken,"77,738.00",DWT,77738,43463,Panama,1996,12,Sasebo H.I.,Mitsui O.S.K. Lines
Bulk,,Suryawati,"69,124.00",DWT,69124,35905,Indonesia,1996,12,Koyo Dock K.K.,PT Arpeni Pratama
Bulk,,Tai Hang 1,"73,218.00",DWT,73218,38639,Peoples' Republic of China,1996,12,Samsung H.I.,Shanxi Coal
Bulk,,Oinoussian Lion,"71,662.00",DWT,71662,37808,Greece,1996,11,Hitachi Zosen,Efploia Shpg. Co.
Bulk,,Jin Pu Hai,"69,902.00",DWT,69902,38559,Panama,1996,10,Hudong S.Y.,COSCO Group
Bulk,,The Guide,"72,326.00",DWT,72326,37846,Panama,1996,9,Sasebo H.I.,SNP Shipping Service
Bulk,,Kythnos Warrior,"72,072.00",DWT,72072,37623,Panama,1996,9,Hitachi Zosen,Polembros Shipping
Bulk,,Fen Jin Hai,"69,973.00",DWT,69973,38603,Peoples' Republic of China,1995,6,Jiangnan S.Y.,COSCO Group
Bulk,,APJ Mahakali,"70,296.00",DWT,70296,36559,India,1996,7,Sanoyas,Apeejay Shipping
Bulk,,ABYO Natalie,"75,473.00",DWT,75473,39385,Malta,1996,7,Fincantieri,Augustea Imprese
Bulk,,Sanmar Paragon,"73,080.00",DWT,73080,38560,India,1996,6,Samsung H.I.,Sanmar Group
Bulk,,Suirei Maru,"88,736.00",DWT,88736,48937,Panama,1996,5,Kawasaki H.I.,K-Line
Bulk,,Bulk Patriot,"70,153.00",DWT,70153,36615,Panama,1996,4,Sumitomo H.I.,Seamar Mgmt. S.A.
Bulk,,Elite,"75,473.00",DWT,75473,39385,Malta,1996,3,Fincantieri,Unknown
Bulk,,Ever Mighty,"75,265.00",DWT,75265,39376,Panama,1996,3,Burmeister & Wain,First S.S.
Bulk,,Richmond,"70,316.00",DWT,70316,36559,Hong Kong,1996,2,Sanoyas,COSCO Group
Bulk,,New Smart,"69,606.00",DWT,69606,36604,Hong Kong,1996,2,Hashihama Zosen,Smart Gain Shpg
Bulk,,Drin,"73,087.00",DWT,73087,38560,Bahamas,1996,2,Samsung H.I.,Gestion Maritime
Bulk,,Samos Legend,"70,293.00",DWT,70293,36615,Liberia,1996,1,Sanoyas,Samos (Island)
Bulk,,Anangel Omonia,"73,519.00",DWT,73519,38859,Greece,1996,1,Hyundai H.I.,Angelicoussis Group
Bulk,,Teng Fei Hai,"69,877.00",DWT,69877,38603,Peoples' Republic of China,1995,10,Jiangnan S.Y.,COSCO Group
Bulk,,Zhen Xing Hai,"69,877.00",DWT,69877,38603,Peoples' Republic of China,1995,3,Jiangnan S.Y.,COSCO Group
Bulk,,Angara,"75,100.00",DWT,75100,39283,Liberia,1996,1,Burmeister & Wain,Unknown
Bulk,,Wadi Alarab,"70,114.00",DWT,70114,37550,Egypt,1995,10,Daewoo,National Navigation
Bulk,,Gao Zhou Hai,"69,952.00",DWT,69952,38712,Peoples' Republic of China,1994,12,Hudong S.Y.,COSCO Group
Bulk,,Soma Maru,"90,844.00",DWT,90844,55610,Japan,1995,10,Koyo Dock K.K.,Mitsui O.S.K. Lines
Bulk,,Ag Vartholomeos,"75,100.00",DWT,75100,39283,Panama,1995,10,Burmeister & Wain,Skyjet Shipping
Bulk,,Royal Ocean 8,"70,677.00",DWT,70677,38138,Panama,1995,10,I.V.I. Ishibras,Kuifenghang
Bulk,,Kayu Putih,"69,071.00",DWT,69071,35899,Indonesia,1995,7,Imabari S.B.,Pann Multi Finance
Bulk,,De Zhou Hai,"69,952.00",DWT,69952,38712,Peoples' Republic of China,1995,7,Hudong S.Y.,COSCO Group
Bulk,,Zhong Jian,"71,332.00",DWT,71332,38252,Panama,1995,7,Namura Shipbuilding,Five Ocean Mar.
Bulk,,Deng Zhou Hai,"69,952.00",DWT,69952,38712,Peoples' Republic of China,1995,3,Hudong S.Y.,COSCO Group
Bulk,,Fu Zhou Hai,"69,952.00",DWT,69952,38712,Peoples' Republic of China,1995,5,Hudong S.Y.,COSCO Group
Bulk,,Konstantinos A.,"71,550.00",DWT,71550,38131,Greece,1995,7,Hitachi Zosen,Arcadia Shipmngt.
Bulk,,Kurotakisan Maru,"87,890.00",DWT,87890,48323,Japan,1995,6,Koyo Dock K.K.,Mitsui O.S.K. Lines
Bulk,,Lotus Sun,"73,556.00",DWT,73556,38859,Panama,1995,7,Hyundai H.I.,Doonam Shipping Co.
Bulk,,Yue Dian 7,"73,500.00",DWT,73500,39279,Peoples' Republic of China,1995,7,Burmeister & Wain,Yudean Group
Bulk,,Tianzuo,"70,293.00",DWT,70293,36615,Peoples' Republic of China,1995,5,Sanoyas,Beikun Shipping
